system:index,classification,.geo
1_1_687,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.351618888806587,6.617858279391479]}"
1_1_688,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.44674109610915,6.692605039605098]}"
1_1_689,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.72755011871758,5.71170927171395]}"
1_1_690,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.168413595159768,6.264918707569959]}"
1_1_691,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.729312227695221,7.0855744370307185]}"
1_1_692,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.276755429620897,6.7747599908537]}"
1_1_693,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.0365069237715705,5.898988634400761]}"
1_1_694,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.256630455901617,6.733617976965022]}"
1_1_695,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.489113609287111,6.365170306660424]}"
1_1_696,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.431633566603712,5.712337531662198]}"
1_1_697,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.4056693856425175,5.839211896989502]}"
1_1_698,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.532375235299869,6.666562809252472]}"
1_1_699,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.398678083396087,6.348024356101074]}"
1_1_700,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.6081247578959745,6.7323185269474255]}"
1_1_701,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.175679321626119,6.293388549082382]}"
1_1_702,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.837717372941303,4.950955317082658]}"
1_1_703,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.46684365139846,6.426081586022603]}"
1_1_704,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.7641178606379775,5.7689385885201485]}"
1_1_705,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.528184547851326,6.484185515305824]}"
1_1_706,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.725722695366429,7.463466031144276]}"
1_1_707,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.52434110236807,6.972993609245151]}"
1_1_708,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.257407413087568,6.554175648643585]}"
1_1_709,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.945645570371025,5.8286461210741525]}"
1_1_710,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.812085262304701,6.409510203225488]}"
1_1_711,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.628351113783422,6.424068287020175]}"
1_1_712,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.16472925918053,6.4211427815127875]}"
1_1_713,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.36452145561022,6.352227456210864]}"
1_1_714,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.081731535931041,6.980481219514926]}"
1_1_715,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.1435121974520275,5.367877838073738]}"
1_1_716,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4496239319180875,7.538146942353198]}"
1_1_717,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.348327569494021,5.98579435059945]}"
1_1_718,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.914525760252944,5.0185586604089325]}"
1_1_719,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.692614564691228,6.469212969423402]}"
1_1_720,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.683669941365625,5.985656390265769]}"
1_1_721,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.739923769257439,5.613616949820189]}"
1_1_722,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.122536797331589,6.445275684464566]}"
1_1_723,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.369664314152351,5.890479289499716]}"
1_1_724,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.896556896869621,6.866234182797768]}"
1_1_725,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.570510719791046,5.296370077740084]}"
1_1_726,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9348877007472023,6.5721186290931195]}"
1_1_727,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.856116314969607,5.434172682231564]}"
1_1_728,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.748946521650633,5.41926472501057]}"
1_1_729,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.025653291026063,6.6399569471172315]}"
1_1_730,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.995526718766411,6.0749549112295735]}"
1_1_731,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.989864314255381,6.90156400178797]}"
1_1_732,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.137544559366659,6.989270392358702]}"
1_1_733,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.737240082309218,6.256668397850372]}"
1_1_734,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.43436482011748,6.7150943524234945]}"
1_1_735,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.502207426853254,5.929300195371605]}"
1_1_736,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.283593130774247,6.342534268026219]}"
1_1_737,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.602768442275821,7.642362816291347]}"
1_1_738,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.064871065316773,6.1466239918335415]}"
1_1_739,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.688821519026786,6.548696219814078]}"
1_1_740,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.651463780770916,5.849337968081154]}"
1_1_741,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.442957654851804,4.859845171163644]}"
1_1_742,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.551533070168975,6.532133963559637]}"
1_1_743,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.8923490141113595,5.336601485267859]}"
1_1_744,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.312537771507182,6.36266443308878]}"
1_1_745,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.141911861513768,6.03453908607244]}"
1_1_746,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9328193953966775,5.467142964893353]}"
1_1_747,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.801244418680452,6.979202735629377]}"
1_1_748,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.719495564289875,6.836236160497692]}"
1_1_749,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.680944805853867,5.958654359487454]}"
1_1_750,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.145840383265416,6.399074423035122]}"
1_1_751,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8658639677045965,7.818703304013636]}"
1_1_752,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.822526048657404,6.662925595237913]}"
1_1_753,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.555717472314449,6.073515917126478]}"
1_1_754,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.143781859073599,7.719611078155018]}"
1_1_755,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.606987727723356,6.251246648358214]}"
1_1_756,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.865526440425141,6.652027039330908]}"
1_1_757,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0350000846854623,5.774748528318153]}"
1_1_758,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.0886976215629804,8.176449859420448]}"
1_1_759,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.863655860688903,6.754807813502611]}"
1_1_760,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.258812078741634,6.753407211295192]}"
1_1_761,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.553693056213332,6.8526802441508305]}"
1_1_762,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.969932938488967,4.923099073764972]}"
1_1_763,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.51225878401607,7.783423062568187]}"
1_1_764,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8517785388380075,4.892111817592977]}"
1_1_765,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.746306482975871,6.404257073980579]}"
1_1_766,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.243614905275225,6.140149239065263]}"
1_1_767,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.343563372941086,6.988099075724872]}"
1_1_768,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.603583203899117,5.662301109619727]}"
1_1_769,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.078222679100982,7.032053101000803]}"
1_1_770,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.736042604372695,6.059100572618083]}"
1_1_771,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.653690008273094,5.826600817288996]}"
1_1_772,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.686915954141648,7.155790629603273]}"
1_1_773,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9830716741755343,5.526877107022428]}"
1_1_774,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.645198651690913,6.0684265276290015]}"
1_1_775,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.051490205948075,7.40737220402363]}"
1_1_776,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.849319284264483,4.871184711679598]}"
1_1_777,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.52167632677747,6.137125816107522]}"
1_1_778,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.175072997911007,6.637885906186716]}"
1_1_779,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.643793475441482,5.251960570243287]}"
1_1_780,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.519225254150913,5.72804725851532]}"
1_1_781,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.6430680561924875,6.680780035356595]}"
1_1_782,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.1035903363947694,6.115416451940105]}"
1_1_783,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1479181068293998,7.3568011738878605]}"
1_1_784,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.313738323604025,4.910619096245687]}"
1_1_785,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.856622175029818,6.644993476128225]}"
1_1_786,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.841658375130773,6.673698596137999]}"
1_1_787,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.943205075667511,7.692626590215186]}"
1_1_788,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.631815398793458,6.934799219050985]}"
1_1_789,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.256833626359503,6.385130181258268]}"
1_1_790,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.999690598889465,7.072975040505475]}"
1_1_791,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.252503092651404,5.555092292613427]}"
1_1_792,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4139459954404945,5.75583329056955]}"
1_1_793,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.472522403027221,6.985620357840144]}"
1_1_794,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.561674817213912,6.4973846270689775]}"
1_1_795,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.476725462936083,7.062195272872882]}"
1_1_796,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.264576510686665,8.543946957743458]}"
1_1_797,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.330620902521502,5.06217344162718]}"
1_1_798,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2677216766145865,7.127978778157628]}"
1_1_799,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.41921550374431,7.339091031127538]}"
1_1_800,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.113580536517072,6.377240626761583]}"
1_1_801,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.573092927936832,5.448861825602791]}"
1_1_802,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.891579134501576,6.325739163788363]}"
1_1_803,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.585459180648829,5.462867215944183]}"
1_1_804,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.8057602901642036,6.703046631051782]}"
1_1_805,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.972494203171329,5.093747905630227]}"
1_1_806,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.383787342210141,6.5894372966762695]}"
1_1_807,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.6990428324175895,7.193640967139273]}"
1_1_808,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.009313726956751,7.7364680990180945]}"
1_1_809,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.276843568745329,6.68031094623273]}"
1_1_810,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.992601902356188,7.072360280242295]}"
1_1_811,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.4481359750039315,6.385327918048132]}"
1_1_812,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.8897081299433705,6.308810732043945]}"
1_1_813,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.331159560392112,4.982005692679209]}"
1_1_814,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.810849387013865,4.700887385975343]}"
1_1_815,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.373107649680585,5.928735530972449]}"
1_1_816,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.621899222487009,6.436743356632575]}"
1_1_817,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.911227517183477,6.492475670534066]}"
1_1_818,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.595484279788882,5.906671578846399]}"
1_1_819,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.2912095760282245,6.016659962981887]}"
1_1_820,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.413041791070733,6.310036753855785]}"
1_1_821,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2942597014300565,6.230968006201968]}"
1_1_822,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.253120727061171,6.115434291116659]}"
1_1_823,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.882136209204149,6.731479178669252]}"
1_1_824,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.016954979303684,7.74845423231959]}"
1_1_825,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.223773522657801,5.493468835444872]}"
1_1_826,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.171470638121571,5.1736259776262505]}"
1_1_827,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.117753614836529,7.504392830589032]}"
1_1_828,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.6270482191550375,6.438899416639648]}"
1_1_829,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.381719007971992,6.36100225772336]}"
1_1_830,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.263386037673783,6.490427478187388]}"
1_1_831,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.839061158460403,6.208867032473484]}"
1_1_832,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.852536986672302,7.4633870187763165]}"
1_1_833,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.891473330647584,6.352691566459126]}"
1_1_834,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.469092615768319,6.847343339457608]}"
1_1_835,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.550763243859131,4.799961988902168]}"
1_1_836,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.614059714592654,6.630509201506243]}"
1_1_837,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.138922776910418,5.313259551244672]}"
1_1_838,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.889004204730756,6.4824383418673035]}"
1_1_839,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.125251438202842,4.897429018181847]}"
1_1_840,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.5958520440034265,6.249060150396775]}"
1_1_841,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.408155980805995,6.497859503284906]}"
1_1_842,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.440132384136021,4.975810919746506]}"
1_1_843,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.730950691220414,6.12433221011071]}"
1_1_844,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.336185213062597,6.309726913533707]}"
1_1_845,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.441161420586405,5.574191430184656]}"
1_1_846,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.4733460449251465,7.721084203029977]}"
1_1_847,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.5906223228361664,5.89193588852299]}"
1_1_848,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.108023964540363,6.978140679304288]}"
1_1_849,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.380100721147762,5.798205961698036]}"
1_1_850,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1065286627598123,5.737016202147191]}"
1_1_851,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.8438477557239095,5.5843097546122324]}"
1_1_852,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.226146157474715,6.245061057329005]}"
1_1_853,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.118836905260718,6.114515104762601]}"
1_1_854,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.837164510206705,6.860855310509161]}"
1_1_855,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.042103936491824,7.5218489939280495]}"
1_1_856,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.282068353619197,6.350037403122859]}"
1_1_857,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9279623560372308,7.153082590398797]}"
1_1_858,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.349671251158284,6.342637723029938]}"
1_1_859,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.628156671485006,5.957433449348248]}"
